OID_,pointid,grid_code,rain_nor,dem_nor,slope_nor,NDVI_nor,evp_nor,SSD_nor,GST_nor,POINT_X,POINT_Y,Value
37,37,80,0.2811984,0.7735664,0.402001,0.026087,0.2153309,0.8815159,0.4024619,-822027.2373,3187914.185,1
38,38,80,0.3285642,0.7678484,0.3387605,0.0043478,0.1596598,0.8988509,0.3433171,-840027.2373,3186914.185,1
39,39,80,0.3371754,0.7802647,0.3108415,0.0608696,0.1723521,0.8960754,0.3544937,-814027.2373,3186914.185,1
40,40,80,0.2468338,0.7613135,0.2535783,0.1782609,0.2217308,0.8704096,0.4116664,-855027.2373,3185914.185,1
41,41,80,0.332295,0.8343408,0.3663626,0,0.1569053,0.8990074,0.3395342,-841027.2373,3185914.185,1
42,42,80,0.3740915,0.8983826,0.5137662,0.0130435,0.1209234,0.9127136,0.3005727,-839027.2373,3185914.185,1
43,43,80,0.2874785,0.7694821,0.3764869,0.0434783,0.2135833,0.8814367,0.3984664,-821027.2373,3185914.185,1
44,44,80,0.3427814,0.8439797,0.0125298,0.0217391,0.1505864,0.9013975,0.3315807,-839027.2373,3184914.185,1
45,45,80,0.3331575,0.797092,0.3077859,0.0347826,0.1617772,0.898153,0.3432899,-836027.2373,3184914.185,1
46,46,80,0.2833098,0.759353,0.3681756,0.1217391,0.2248789,0.8762524,0.4088737,-812027.2373,3184914.185,1
47,47,80,0.2694628,0.7118118,0.2700809,0.5173913,0.2387301,0.8708444,0.4236235,-810027.2373,3184914.185,1
48,48,80,0.3355143,0.8091815,0.1547555,0.0130435,0.1585978,0.8979489,0.3392784,-839027.2373,3183914.185,1
49,49,80,0.3109376,0.8157164,0.4345051,0.0652174,0.1849665,0.8896935,0.3670843,-834027.2373,3183914.185,1
50,50,80,0.2539302,0.7601699,0.1344332,0.0391304,0.2258961,0.8693735,0.4119214,-849027.2373,3181914.185,1
51,51,80,0.3128015,0.7864728,0.1320599,0.0608696,0.1802887,0.8882771,0.3610358,-841027.2373,3181914.185,1
52,52,80,0.2514296,0.7162228,0.4165437,0.3,0.2295756,0.8674087,0.4149944,-848027.2373,3180914.185,1
53,53,80,0.2910979,0.7520013,0.2947404,0.0434783,0.202179,0.8801006,0.3835612,-840027.2373,3180914.185,1
54,54,80,0.3020036,0.7657245,0.3890609,0.0565217,0.2077001,0.8816576,0.3872297,-822027.2373,3180914.185,1
55,55,80,0.2902924,0.7812449,0.5140771,0.0826087,0.2052605,0.8787574,0.3858302,-839027.2373,3179914.185,1
56,56,80,0.2727264,0.7305996,0.3256595,0,0.2199462,0.871708,0.4011405,-842027.2373,3177914.185,1
57,57,80,0.2585947,0.7046234,0.204244,0.0086957,0.2335541,0.8671527,0.4156539,-841027.2373,3177914.185,1
58,58,80,0.3148021,0.8240483,0.1852296,0.0173913,0.1932329,0.8843153,0.3699266,-831027.2373,3177914.185,1
59,59,80,0.2220539,0.6938409,0.1184387,0.0086957,0.2688429,0.8541033,0.4526018,-840027.2373,3176914.185,1
60,60,80,0.2276367,0.7294559,0.5137209,0.3782609,0.2861642,0.8510872,0.4662519,-817027.2373,3175914.185,1
61,61,80,0.2618079,0.6977618,0.2867018,0.3173913,0.2562126,0.8619823,0.4338677,-816027.2373,3175914.185,1
62,62,20,0.2884761,0.7516746,0.160744,0.0086957,0.2225026,0.8722961,0.3984827,-830027.2373,3174914.185,1
63,63,80,0.2858602,0.6799542,0.3017948,0.3695652,0.2427656,0.8656904,0.4165959,-810027.2373,3173914.185,1
64,64,20,0.2299907,0.6912269,0.1752275,0.5782609,0.2938781,0.8469819,0.4714985,-809027.2373,3173914.185,1
65,65,80,0.3232862,0.7939879,0.2870954,0.0782609,0.1996664,0.8806553,0.3711006,-824027.2373,3172914.185,1
66,66,80,0.293232,0.7183467,0.2593392,0.1652174,0.2276306,0.8706155,0.4010554,-823027.2373,3172914.185,1
67,67,20,0.3103912,0.7363176,0.2419734,0.2043478,0.2223674,0.8726938,0.3936345,-810027.2373,3172914.185,1
68,68,80,0.2491244,0.7020095,0.1635217,0.5782609,0.2783518,0.852221,0.4537783,-809027.2373,3172914.185,1
69,69,20,0.1924997,0.6363339,0.1416796,0.5782609,0.3301418,0.8332542,0.5094088,-808027.2373,3172914.185,1
70,70,80,0.320787,0.7949681,0.5510463,0,0.1998962,0.8793134,0.3710423,-828027.2373,3171914.185,1
71,71,80,0.4168009,0.8492076,0.5304348,0,0.1161174,0.9103633,0.28036,-825027.2373,3171914.185,1
72,72,80,0.2298137,0.6909002,0.2720532,0.4913043,0.2933426,0.84666,0.4696367,-814027.2373,3171914.185,1
73,73,80,0.2833893,0.7464467,0.4261441,0.2043478,0.2483856,0.8627996,0.4206567,-810027.2373,3171914.185,1
74,74,20,0.2484204,0.6523444,0.3240835,0.2043478,0.2806885,0.8509483,0.4552988,-809027.2373,3171914.185,1
75,75,80,0.2569947,0.7078909,0.1579103,0.3956522,0.2705081,0.8544931,0.4440826,-814027.2373,3170914.185,1
76,76,80,0.2691455,0.7157327,0.1662864,0.3304348,0.2629015,0.8570754,0.4353024,-810027.2373,3170914.185,1
77,77,80,0.3233363,0.7528182,0.4124594,0.0434783,0.202569,0.8776311,0.3717465,-826027.2373,3169914.185,1
78,78,80,0.3507179,0.7131188,0.2968232,0.1434783,0.1815388,0.8859282,0.3484452,-821027.2373,3169914.185,1
79,79,80,0.2453642,0.7328868,0.4549156,0.4782609,0.2851707,0.8485849,0.4584525,-811027.2373,3169914.185,1
80,80,20,0.2510336,0.6755432,0.3125312,0.4173913,0.2817087,0.8496889,0.4544312,-809027.2373,3169914.185,1
81,81,80,0.2568325,0.7108316,0.4648078,0.4434783,0.2692972,0.8529049,0.4410788,-821027.2373,3167914.185,1
82,82,20,0.2776362,0.7216141,0.3089266,0.5260869,0.2593965,0.8569887,0.4287838,-811027.2373,3167914.185,1
83,83,20,0.3013402,0.6891031,0.3081201,0.4521739,0.2413573,0.8629271,0.4081028,-809027.2373,3166914.185,1
84,84,20,0.2345525,0.6794642,0.1426887,0.3043478,0.3047636,0.8388329,0.4744974,-809027.2373,3164914.185,1
85,85,80,0.3062555,0.7335403,0.3149869,0.2782609,0.2400572,0.8619167,0.4042323,-811027.2373,3163914.185,1
86,86,20,0.2188578,0.6320863,0.1262978,0.6304348,0.3204987,0.8325729,0.4905166,-809027.2373,3163914.185,1
87,87,80,0.3106673,0.7516746,0.2664017,0.2695652,0.2376586,0.862229,0.4007403,-811027.2373,3162914.185,1
88,88,80,0.3050679,0.7495507,0.4288325,0.1347826,0.2416499,0.8577939,0.4029309,-819027.2373,3158914.185,1
89,89,80,0.2073753,0.6703153,0.1533936,0.4043478,0.3337669,0.8212277,0.4991141,-821027.2373,3154914.185,1
90,90,80,0.2227311,0.6788107,0.294287,0.3826087,0.3208682,0.8261141,0.4850341,-820027.2373,3154914.185,1
91,91,20,0.2019677,0.6765234,0.326809,0.5130435,0.3419735,0.8179158,0.5067402,-819027.2373,3153914.185,1
92,92,20,0.2263217,0.6284921,0.3855702,0.5043478,0.3209568,0.8257219,0.4839216,-818027.2373,3153914.185,1
93,93,20,0.1865919,0.6214671,0.4455783,0.5043478,0.3582084,0.8114681,0.5232096,-818027.2373,3152914.185,1
94,94,80,0.3271637,0.8078745,0.2250281,0.1217391,0.1863797,0.8843908,0.3721272,-794027.2373,3190914.185,1
95,95,80,0.3835523,0.8121222,0.2108102,0.0347826,0.1414317,0.9019997,0.3192732,-797027.2373,3186914.185,1
96,96,80,0.2367822,0.6961281,0.3377265,0.4652174,0.2994798,0.8412901,0.4741722,-797027.2373,3171914.185,1
97,97,80,0.2824023,0.6928607,0.001577,0.2086957,0.2596298,0.8557847,0.4303135,-798027.2373,3170914.185,1
98,98,80,0.2620516,0.7139356,0.0995355,0.4260869,0.2785436,0.8485569,0.4505898,-797027.2373,3170914.185,1
99,99,80,0.2820987,0.7315798,0.2095969,0.1130435,0.2616987,0.8546587,0.4315167,-798027.2373,3169914.185,1
100,100,80,0.2970922,0.7503676,0.2466477,0.1347826,0.2499646,0.8585358,0.4178706,-798027.2373,3168914.185,1
101,101,80,0.3473655,0.7912106,0.2727555,0.0608696,0.2153779,0.8433333,0.3776561,-762027.2373,3165914.185,1
102,102,80,0.3458433,0.7745466,0.3103212,0.0173913,0.2410378,0.8277476,0.3926063,-760027.2373,3152914.185,1
103,103,80,0.3795516,0.7779775,0.112671,0.2782609,0.2108588,0.8376103,0.3601131,-759027.2373,3152914.185,1
104,104,80,0.3611113,0.7894135,0.1150509,0,0.229312,0.8304232,0.3790514,-759027.2373,3151914.185,1
105,105,80,0.3605283,0.7938246,0.1340237,0.0869565,0.2312589,0.8314124,0.3802336,-761027.2373,3150914.185,1
106,106,80,0.4146812,0.790067,0.0234734,0.0043478,0.1836225,0.8431181,0.3288896,-756027.2373,3150914.185,1
107,107,80,0.412063,0.8214344,0.0929262,0,0.18814,0.8398133,0.3328004,-755027.2373,3149914.185,1
108,108,80,0.3606017,0.772096,0.3356413,0.0391304,0.233291,0.8374004,0.3805957,-769027.2373,3148914.185,1
109,109,80,0.3340085,0.7665414,0.2661596,0.0608696,0.2577641,0.8257557,0.4069649,-766027.2373,3148914.185,1
110,110,80,0.357499,0.7727495,0.3382217,0.0565217,0.2367835,0.8324286,0.3843789,-765027.2373,3148914.185,1
111,111,80,0.3314808,0.7212874,0.1583369,0.2173913,0.2608262,0.8285102,0.4093722,-771027.2373,3147914.185,1
112,112,80,0.3265643,0.7606601,0.3573664,0.1478261,0.2658087,0.8241074,0.414747,-768027.2373,3147914.185,1
113,113,80,0.3443477,0.7418723,0.3261553,0.1695652,0.2503639,0.8269339,0.3981209,-765027.2373,3147914.185,1
114,114,80,0.2995912,0.7539617,0.3208917,0.073913,0.2911858,0.8168661,0.4412124,-771027.2373,3146914.185,1
115,115,80,0.353,0.7361542,0.2155473,0.0304348,0.2432723,0.8334592,0.3896236,-770027.2373,3146914.185,1
116,116,80,0.3395616,0.7343571,0.2105985,0.1217391,0.2555789,0.8281252,0.4028731,-769027.2373,3146914.185,1
117,117,80,0.3442864,0.7410554,0.2982545,0.0478261,0.2503391,0.8375491,0.3965051,-781027.2373,3144914.185,1
118,118,80,0.321498,0.736481,0.0900202,0.3565218,0.2732119,0.8266368,0.4202641,-778027.2373,3143914.185,1
119,119,80,0.3294222,0.7355008,0.2207817,0.2347826,0.2660238,0.8316488,0.4118784,-783027.2373,3142914.185,1
120,120,80,0.3992187,0.7709525,0.3532021,0.026087,0.203488,0.8538301,0.344508,-782027.2373,3142914.185,1
121,121,80,0.4062951,0.7923542,0.175568,0,0.2067637,0.8282961,0.3464823,-754027.2373,3142914.185,1
122,122,20,0.3859235,0.7567391,0.3712221,0.0217391,0.2169304,0.8482472,0.3581996,-782027.2373,3141914.185,1
123,123,80,0.3647511,0.764581,0.3403678,0.1347826,0.258774,0.6866786,0.4224525,-690027.2373,3188914.185,1
124,124,80,0.3686365,0.7820618,0.4656514,0.0565217,0.2662171,0.674077,0.4266076,-686027.2373,3187914.185,1
125,125,80,0.3395965,0.7533083,0.4226241,0.0347826,0.294959,0.6609899,0.4567778,-685027.2373,3187914.185,1
126,126,80,0.3269383,0.7284757,0.4740999,0.1347826,0.3089517,0.6532648,0.4710598,-684027.2373,3187914.185,1
127,127,80,0.3472688,0.7753635,0.3659099,0.1391304,0.2810676,0.6745276,0.4432989,-688027.2373,3186914.185,1
128,128,80,0.4097593,0.8237216,0.134994,0.0521739,0.229884,0.6879076,0.3866711,-686027.2373,3186914.185,1
129,129,80,0.3176109,0.714099,0.2696493,0.0782609,0.2960471,0.6826298,0.4622247,-693027.2373,3185914.185,1
130,130,80,0.3361434,0.7962751,0.3592673,0.1521739,0.2893397,0.6747047,0.4521166,-689027.2373,3185914.185,1
131,131,80,0.2769112,0.685999,0.1652356,0.2391304,0.3477674,0.6482396,0.5135326,-687027.2373,3185914.185,1
132,132,80,0.3377616,0.7974187,0.4067894,0.026087,0.2754318,0.692705,0.4407285,-694027.2373,3184914.185,1
133,133,80,0.3176109,0.6984153,0.2384104,0.1043478,0.2960471,0.6826298,0.4622247,-693027.2373,3184914.185,1
134,134,80,0.2983583,0.7707891,0.3287568,0.2521739,0.283946,0.7202552,0.4566384,-707027.2373,3183914.185,1
135,135,80,0.3813492,0.7854925,0.3924766,0.0434783,0.2370659,0.7071713,0.3985541,-694027.2373,3183914.185,1
136,136,80,0.3812983,0.7814083,0.3328249,0.0478261,0.2169966,0.7376118,0.3818668,-703027.2373,3182914.185,1
137,137,80,0.3821161,0.7260252,0.1887009,0.073913,0.23975,0.704132,0.3998847,-693027.2373,3182914.185,1
138,138,80,0.2994581,0.6876327,0.419939,0.0695652,0.3166618,0.6735919,0.4819967,-692027.2373,3182914.185,1
139,139,80,0.3550664,0.876164,0.4282776,0.0565217,0.2613053,0.7023184,0.4227038,-695027.2373,3180914.185,1
140,140,20,0.3793384,0.8777977,0.2149882,0.0173913,0.18612,0.8020917,0.3531434,-727027.2373,3176914.185,1
141,141,80,0.3826527,0.8467571,0.5043522,0.0043478,0.1997794,0.7738056,0.3638014,-716027.2373,3176914.185,1
142,142,80,0.3585884,0.8033001,0.2512978,0,0.2232196,0.7630425,0.3885981,-715027.2373,3176914.185,1
143,143,80,0.3641571,0.8516582,0.2332707,0,0.2200018,0.7619587,0.3846806,-714027.2373,3176914.185,1
144,144,80,0.364057,0.7756903,0.119139,0,0.2219273,0.7589871,0.3862892,-713027.2373,3176914.185,1
145,145,80,0.3353039,0.7542885,0.2512978,0.026087,0.2497006,0.7465973,0.4157165,-712027.2373,3176914.185,1
146,146,80,0.3770629,0.7835321,0.4327062,0.0086957,0.2099124,0.7658021,0.3728335,-714027.2373,3175914.185,1
147,147,80,0.3326283,0.7526548,0.2081598,0.0043478,0.2517588,0.7483209,0.4174295,-713027.2373,3175914.185,1
148,148,80,0.3336235,0.7799379,0.2037715,0.1,0.243853,0.7646855,0.4094881,-719027.2373,3173914.185,1
149,149,80,0.3779998,0.8604803,0.4645282,0,0.2071004,0.7737372,0.36912,-717027.2373,3173914.185,1
150,150,80,0.3038127,0.7404019,0.2575009,0.0086957,0.2756035,0.7466338,0.4424608,-716027.2373,3173914.185,1
151,151,80,0.3243742,0.8005228,0.357529,0.1826087,0.2391094,0.7959168,0.4056654,-734027.2373,3170914.185,1
152,152,80,0.441097,0.8805751,0.3753816,0,0.1742477,0.7953491,0.31866,-721027.2373,3156914.185,1
153,153,80,0.4121939,0.7908838,0.069492,0,0.2075811,0.7753196,0.3522905,-717027.2373,3155914.185,1
154,154,20,0.3880424,0.8890704,0.5471843,0,0.2307543,0.7649123,0.3768939,-716027.2373,3155914.185,1
155,155,20,0.3785393,0.8217611,0.2143978,0.0173913,0.2398461,0.7634519,0.3860691,-717027.2373,3154914.185,1
156,156,80,0.380887,0.7951315,0.2850794,0,0.2166468,0.8117452,0.3653455,-741027.2373,3152914.185,1
157,157,80,0.4013721,0.8180036,0.2371978,0,0.2001901,0.8173752,0.3466595,-741027.2373,3151914.185,1
158,158,80,0.4641827,0.8715896,0.6056997,0.0173913,0.1516602,0.8220384,0.292192,-732027.2373,3150914.185,1
159,159,80,0.3404379,0.7258618,0.1737427,0,0.2649685,0.7774687,0.413788,-730027.2373,3150914.185,1
160,160,80,0.3647669,0.7740566,0.3040168,0.0130435,0.2440155,0.7833839,0.3910132,-729027.2373,3150914.185,1
161,161,80,0.4334769,0.8684856,0.15423,0,0.1752608,0.8257014,0.3179009,-741027.2373,3149914.185,1
162,162,80,0.4517516,0.9178239,0.3912017,0,0.1640093,0.8188744,0.3047155,-733027.2373,3149914.185,1
163,163,20,0.4046055,0.8211077,0.5954755,0.1347826,0.2131599,0.7923194,0.3556535,-728027.2373,3148914.185,1
164,164,80,0.4839362,0.7658879,0.3289458,0.0478261,0.1247974,0.670965,0.4097075,-1379027.237,3253914.185,1
165,165,80,0.4617396,0.7152426,0.3475653,0.0695652,0.148722,0.655967,0.4327437,-1379027.237,3244914.185,1
166,166,80,0.4506826,0.9173338,0.48397,0.0217391,0,0.6834136,0.2639052,-1311027.237,3255914.185,1
167,167,80,0.3748103,0.9063879,0.5693766,0.0304348,0.0053901,0.6583057,0.3083276,-1297027.237,3254914.185,1
168,168,80,0.4643138,0.8567228,0.3301851,0,0.0024636,0.6804516,0.2943971,-1328027.237,3253914.185,1
169,169,80,0.4747372,0.8978925,0.5040164,0,0,0.6868318,0.2601162,-1318027.237,3253914.185,1
170,170,80,0.3925323,0.8279693,0.2527265,0.0043478,0.0770459,0.6546863,0.3730944,-1331027.237,3252914.185,1
171,171,80,0.517807,0.9539291,0.2076061,0,0,0.6994092,0.2218175,-1319027.237,3252914.185,1
172,172,80,0.4479946,0.8549257,0.6280769,0,0.048954,0.6661459,0.338825,-1337027.237,3247914.185,1
173,173,80,0.4377717,0.7959484,0.3019946,0.0391304,0.0562648,0.6620176,0.3466251,-1336027.237,3246914.185,1
174,174,80,0.4365767,0.9395524,0.5792356,0,0,0.6684398,0.2681501,-1303027.237,3246914.185,1
175,175,80,0.4156694,0.917007,0.4279346,0.0304348,0,0.6616973,0.2863148,-1301027.237,3246914.185,1
176,176,80,0.4085434,0.8224146,0.3805928,0,0.0778486,0.651976,0.3701468,-1334027.237,3245914.185,1
177,177,80,0.3816154,0.6915537,0.0125298,0.4869565,0.1412153,0.633738,0.4320763,-1346027.237,3240914.185,1
178,178,80,0.3998889,0.7015194,0.2202112,0.2304348,0.1219262,0.6400387,0.411641,-1345027.237,3240914.185,1
179,179,80,0.4737948,0.8361379,0.4063098,0.0608696,0.0477629,0.6641036,0.3323804,-1342027.237,3239914.185,1
180,180,80,0.3841586,0.9067146,0.3659099,0,0,0.6628135,0.2962291,-1295027.237,3255914.185,1
181,181,80,0.3345977,0.8617873,0.4720259,0.0478261,0.0159548,0.646331,0.3241023,-1283027.237,3255914.185,1
182,182,80,0.2866418,0.8369548,0.3226734,0.0869565,0.0561512,0.6303468,0.3679029,-1281027.237,3255914.185,1
183,183,80,0.3701382,0.8792681,0.0701922,0,0.0074882,0.6568474,0.3109043,-1295027.237,3254914.185,1
184,184,80,0.3890945,0.919621,0.4979529,0.0130435,0,0.6631178,0.2906021,-1294027.237,3254914.185,1
185,185,80,0.3293434,0.8970757,0.2308712,0.0347826,0.0192849,0.6429104,0.32761,-1281027.237,3254914.185,1
186,186,80,0.3790782,0.8951152,0.2967485,0,0,0.6584949,0.2995344,-1293027.237,3253914.185,1
187,187,80,0.3669173,0.8616239,0.3516026,0,0.003915,0.6545453,0.3077155,-1291027.237,3253914.185,1
188,188,80,0.3629391,0.8740402,0.1285717,0.0043478,0.0071737,0.6518355,0.3109407,-1290027.237,3252914.185,1
189,189,80,0.3970186,0.8673419,0.3982342,0.0043478,0,0.6629787,0.2761887,-1289027.237,3252914.185,1
190,190,80,0.2772593,0.8443065,0.5477341,0.0521739,0.0536144,0.6009901,0.3680662,-1237027.237,3252914.185,1
191,191,80,0.229368,0.8911942,0.2396657,0.0217391,0.0972663,0.5845523,0.4150653,-1236027.237,3252914.185,1
192,192,80,0.4155377,0.9745139,0.3684825,0,0,0.6676798,0.2645459,-1292027.237,3251914.185,1
193,193,80,0.4128774,0.9335076,0.4752983,0,0,0.6668091,0.2653504,-1291027.237,3251914.185,1
194,194,80,0.3330333,0.892828,0.1074223,0.0130435,0.0269508,0.6403376,0.3330342,-1285027.237,3251914.185,1
195,195,80,0.3464645,0.8807384,0.206741,0,0.0086926,0.6442199,0.3143959,-1281027.237,3251914.185,1
196,196,80,0.2634827,0.7864728,0.3323308,0.0391304,0.0768451,0.6160086,0.3889373,-1275027.237,3251914.185,1
197,197,80,0.3844321,0.8733867,0.1732061,0,0,0.6560358,0.2906336,-1289027.237,3250914.185,1
198,198,80,0.3809527,0.8969123,0.4826467,0,0,0.6547078,0.289201,-1286027.237,3250914.185,1
199,199,80,0.3230003,0.8278059,0.2777841,0.0130435,0.0375979,0.6340855,0.3435613,-1284027.237,3249914.185,1
200,200,80,0.3810343,0.9390622,0.1222942,0,0,0.6523058,0.2806073,-1278027.237,3249914.185,1
201,201,80,0.3232358,0.8057507,0.3348953,0.026087,0.0262567,0.6326954,0.3332288,-1275027.237,3249914.185,1
202,202,80,0.3278905,0.9081849,0.5356574,0,0.0249115,0.6330132,0.3309431,-1276027.237,3248914.185,1
203,203,80,0.4473062,0.970593,0.3559521,0,0,0.6696219,0.2369234,-1290027.237,3244914.185,1
204,204,80,0.4440824,0.949028,0.2402518,0,0,0.6672232,0.2519384,-1296027.237,3243914.185,1
205,205,80,0.3732682,0.8840059,0.1541861,0,0.0020974,0.6403762,0.3013301,-1282027.237,3242914.185,1
206,206,80,0.2204209,0.7696455,0.0627378,0.1565217,0.1168764,0.5704242,0.4286096,-1241027.237,3241914.185,1
207,207,80,0.2558246,0.8611338,0.2349834,0.0434783,0.0857932,0.5793957,0.3951592,-1236027.237,3241914.185,1
208,208,80,0.4317718,0.9163535,0.1778931,0,0,0.6590403,0.2652552,-1295027.237,3240914.185,1
209,209,80,0.3651854,0.8456135,0.2879192,0,0.0125278,0.6364418,0.3117177,-1283027.237,3240914.185,1
210,210,80,0.2455965,0.8114687,0.0347899,0.0217391,0.093987,0.5799474,0.4039237,-1243027.237,3240914.185,1
211,211,80,0.2414021,0.7881065,0.0784723,0.026087,0.0978535,0.5779399,0.40811,-1242027.237,3240914.185,1
212,212,80,0.3891215,0.9192942,0.0231986,0,0,0.6428518,0.2896301,-1283027.237,3239914.185,1
213,213,80,0.266515,0.7634373,0.163234,0.2,0.07648,0.5854238,0.3843808,-1243027.237,3239914.185,1
214,214,80,0.2010431,0.7560856,0.1888742,0.3130435,0.1356364,0.5627066,0.4481128,-1241027.237,3239914.185,1
215,215,80,0.2193923,0.7270054,0.3225595,0.5347826,0.1202751,0.5686024,0.4308398,-1243027.237,3238914.185,1
216,216,80,0.4004585,0.8622774,0.5554068,0,0,0.6411322,0.2860605,-1285027.237,3235914.185,1
217,217,20,0.1951062,0.7150792,0.1393919,0.2217391,0.1600652,0.5536274,0.4661057,-1256027.237,3228914.185,1
218,218,20,0.1609086,0.6567554,0.3684825,0.4565217,0.1898538,0.5414654,0.4983189,-1254027.237,3228914.185,1
219,219,80,0.2652288,0.8147361,0.2273454,0.0173913,0.1164176,0.5840954,0.4164806,-1278027.237,3227914.185,1
220,220,20,0.2003172,0.6989054,0.4447347,0.2217391,0.1569055,0.5539116,0.462018,-1256027.237,3227914.185,1
221,221,20,0.1858181,0.6827316,0.2758518,0.2913043,0.1694316,0.5486894,0.4755753,-1255027.237,3227914.185,1
222,222,20,0.1965939,0.6951479,0.3731139,0.2086957,0.1592234,0.5517398,0.4646498,-1254027.237,3227914.185,1
223,223,20,0.2175877,0.71851,0.2036768,0.3434783,0.144722,0.5595002,0.4479789,-1259027.237,3226914.185,1
224,224,20,0.206254,0.6706421,0.7422718,0.1608696,0.15367,0.5548953,0.4577745,-1257027.237,3226914.185,1
225,225,20,0.2225875,0.6773403,0.3545683,0.1913043,0.1404969,0.5588261,0.4429064,-1257027.237,3225914.185,1
