OID_,pointid,grid_code,rain_nor,dem_nor,slope_nor,NDVI_nor,evp_nor,SSD_nor,GST_nor,POINT_X,POINT_Y,Value
4725,4725,80,0.6542611,0.8335239,0.6805502,0,0.2406137,0.3810752,0.3307079,-593027.2373,3405914.185,1
4726,4726,80,0.7061931,0.8173501,0.6302384,0,0.1946011,0.3955948,0.2800175,-591027.2373,3405914.185,1
4727,4727,80,0.6094328,0.7608234,0.5626798,0,0.2825623,0.3614447,0.3735769,-589027.2373,3405914.185,1
4728,4728,80,0.6020698,0.7279856,0.1413415,0,0.2896004,0.3578304,0.3805813,-588027.2373,3405914.185,1
4729,4729,80,0.6460863,0.8091815,0.4839091,0,0.2503583,0.3710652,0.3377563,-587027.2373,3405914.185,1
4730,4730,80,0.6116422,0.8612972,0.4394837,0,0.2835326,0.3540211,0.3706084,-582027.2373,3405914.185,1
4731,4731,80,0.5593024,0.6853455,0.3290717,0,0.3315855,0.3346504,0.4211989,-579027.2373,3405914.185,1
4732,4732,80,0.6236471,0.7567391,0.335869,0.0043478,0.2740802,0.3546421,0.3587091,-578027.2373,3405914.185,1
4733,4733,80,0.5622547,0.6920438,0.1104895,0.0086957,0.3308078,0.3313116,0.4180615,-575027.2373,3405914.185,1
4734,4734,10,0.4906802,0.6618199,0.325387,0.1391304,0.3957738,0.3068081,0.4874335,-574027.2373,3405914.185,1
4735,4735,80,0.5445822,0.7064205,0.3877048,0.0304348,0.3487164,0.3213834,0.4350344,-571027.2373,3405914.185,1
4736,4736,80,0.6325245,0.8021565,0.4686906,0.0043478,0.2705263,0.3481922,0.3496889,-569027.2373,3405914.185,1
4737,4737,80,0.566097,0.6904101,0.3597763,0.0391304,0.3308957,0.3254353,0.4141074,-568027.2373,3405914.185,1
4738,4738,80,0.5068198,0.7778141,0.543844,0.0086957,0.3857616,0.3040593,0.4726911,-567027.2373,3405914.185,1
4739,4739,80,0.5191289,0.7758536,0.5559497,0.0173913,0.3752232,0.3071139,0.4607562,-566027.2373,3405914.185,1
4740,4740,80,0.6325443,0.8465937,0.6566782,0.0043478,0.2741719,0.3423485,0.3507758,-564027.2373,3405914.185,1
4741,4741,80,0.5616947,0.8050972,0.6510213,0.0130435,0.3397286,0.3163057,0.4195832,-561027.2373,3405914.185,1
4742,4742,80,0.5309305,0.7353374,0.45209,0.0086957,0.3680328,0.3053004,0.4494636,-560027.2373,3405914.185,1
4743,4743,80,0.545594,0.7137722,0.2913129,0.0391304,0.3304804,0.3832627,0.4431772,-620027.2373,3404914.185,1
4744,4744,80,0.6773931,0.790067,0.4863797,0.0347826,0.2120542,0.4247418,0.3150538,-619027.2373,3404914.185,1
4745,4745,80,0.6528178,0.8715896,0.3401899,0.0217391,0.234501,0.4149992,0.3386092,-618027.2373,3404914.185,1
4746,4746,80,0.5995517,0.7096879,0.3195237,0.026087,0.2827954,0.3958746,0.3899964,-616027.2373,3404914.185,1
4747,4747,80,0.5510933,0.6387845,0.6531991,0.1826087,0.3267601,0.3783448,0.4367237,-615027.2373,3404914.185,1
4748,4748,10,0.4763479,0.6449926,0.4773337,0.1043478,0.394407,0.3522204,0.5089515,-614027.2373,3404914.185,1
4749,4749,80,0.5288365,0.7158961,0.4443961,0.0521739,0.3474351,0.3678076,0.4577718,-613027.2373,3404914.185,1
4750,4750,80,0.5751675,0.7485705,0.0892395,0.0173913,0.306012,0.3813959,0.4125683,-612027.2373,3404914.185,1
4751,4751,80,0.5893539,0.7804281,0.2029175,0.0130435,0.2935489,0.3844696,0.3985476,-611027.2373,3404914.185,1
4752,4752,80,0.6231399,0.7820618,0.0709842,0,0.2637529,0.3924459,0.3652678,-609027.2373,3404914.185,1
4753,4753,80,0.6068383,0.7686653,0.1411963,0.1391304,0.2787626,0.3855839,0.3808315,-608027.2373,3404914.185,1
4754,4754,80,0.6152514,0.7586995,0.3048232,0.0043478,0.2718402,0.3853533,0.3721888,-606027.2373,3404914.185,1
4755,4755,80,0.556897,0.7144257,0.1442115,0.0086957,0.3247425,0.364764,0.4285556,-605027.2373,3404914.185,1
4756,4756,80,0.5512716,0.694331,0.1822939,0.0565217,0.3301467,0.36147,0.4337829,-604027.2373,3404914.185,1
4757,4757,80,0.5486535,0.7219409,0.2213219,0.0521739,0.332845,0.3591786,0.4360981,-603027.2373,3404914.185,1
4758,4758,80,0.5679703,0.7750368,0.1361584,0,0.3157866,0.3640914,0.4171426,-602027.2373,3404914.185,1
4759,4759,80,0.5709173,0.7315798,0.1466485,0.0782609,0.3134792,0.3636563,0.4140705,-601027.2373,3404914.185,1
4760,4760,80,0.5405201,0.698742,0.1902193,0.2869565,0.3412144,0.352311,0.4433461,-600027.2373,3404914.185,1
4761,4761,80,0.5730673,0.7616403,0.3081201,0.373913,0.3122495,0.3616076,0.4115741,-599027.2373,3404914.185,1
4762,4762,80,0.5916074,0.6833851,0.3461474,0.0478261,0.2962721,0.3649921,0.3932027,-597027.2373,3404914.185,1
4763,4763,80,0.5622786,0.694331,0.264767,0.0217391,0.3230626,0.3540588,0.4214647,-596027.2373,3404914.185,1
4764,4764,80,0.5814742,0.7516746,0.7286993,0,0.3061442,0.3590411,0.4026663,-595027.2373,3404914.185,1
4765,4765,80,0.558864,0.6858357,0.4674605,0.1173913,0.3280616,0.3465447,0.4239406,-591027.2373,3404914.185,1
4766,4766,10,0.5949095,0.6900833,0.2545435,0.1304348,0.2959902,0.3571191,0.3888296,-590027.2373,3404914.185,1
4767,4767,10,0.5588571,0.678974,0.4640435,0.0304348,0.3288751,0.3440816,0.4236569,-589027.2373,3404914.185,1
4768,4768,80,0.5442913,0.6606764,0.1990667,0.173913,0.3424093,0.338098,0.4376496,-588027.2373,3404914.185,1
4769,4769,80,0.5946245,0.759353,0.4083859,0.2478261,0.2974842,0.3533938,0.3886998,-587027.2373,3404914.185,1
4770,4770,80,0.6219805,0.759353,0.2911783,0.0869565,0.2732643,0.3611731,0.3620433,-586027.2373,3404914.185,1
4771,4771,80,0.5865525,0.757556,0.3361723,0.073913,0.3056106,0.3483915,0.3962912,-585027.2373,3404914.185,1
4772,4772,80,0.5654012,0.7498775,0.3121188,0.0043478,0.3251018,0.3403004,0.4166981,-584027.2373,3404914.185,1
4773,4773,80,0.5884612,0.7271687,0.3855702,0.0043478,0.3052204,0.3455727,0.3941332,-582027.2373,3404914.185,1
4774,4774,80,0.5419423,0.7583728,0.4039037,0.0217391,0.3475835,0.3292049,0.4391656,-581027.2373,3404914.185,1
4775,4775,10,0.5419423,0.6668845,0.4012623,0.0565217,0.3475835,0.3292049,0.4391656,-580027.2373,3404914.185,1
4776,4776,20,0.5136061,0.6190165,0.500694,0.3304348,0.3735731,0.3188065,0.4665684,-579027.2373,3404914.185,1
4777,4777,80,0.5633886,0.7176932,0.4206067,0.1217391,0.3291948,0.3340178,0.4182064,-578027.2373,3404914.185,1
4778,4778,80,0.6169332,0.8180036,0.3875547,0,0.2814341,0.3504729,0.3662022,-577027.2373,3404914.185,1
4779,4779,80,0.5482897,0.7227577,0.163234,0.0086957,0.3442443,0.3258311,0.4326667,-575027.2373,3404914.185,1
4780,4780,10,0.5256948,0.6984153,0.5194057,0.126087,0.3650952,0.3173687,0.4545345,-574027.2373,3404914.185,1
4781,4781,10,0.4961918,0.6466264,0.1800362,0.1217391,0.3942555,0.3025631,0.4830104,-569027.2373,3404914.185,1
4782,4782,80,0.5105905,0.6544682,0.1508532,0.0869565,0.3818211,0.3062833,0.4690358,-568027.2373,3404914.185,1
4783,4783,80,0.5180072,0.7160594,0.311343,0.0391304,0.3766049,0.3067636,0.4629223,-567027.2373,3404914.185,1
4784,4784,80,0.4905197,0.6954746,0.4474203,0.2173913,0.4019279,0.2967693,0.4895934,-566027.2373,3404914.185,1
4785,4785,80,0.4774597,0.7554321,0.4735191,0.0652174,0.4142607,0.291512,0.502277,-565027.2373,3404914.185,1
4786,4786,80,0.5778193,0.749224,0.4598457,0.0086957,0.3244244,0.3234299,0.404955,-564027.2373,3404914.185,1
4787,4787,80,0.5653735,0.7551054,0.5015552,0.0086957,0.3362173,0.3183924,0.4170554,-563027.2373,3404914.185,1
4788,4788,10,0.5244285,0.701356,0.4059231,0.1304348,0.3742852,0.303084,0.4568457,-561027.2373,3404914.185,1
4789,4789,10,0.4941265,0.6704787,0.0875773,0.1304348,0.402184,0.2922224,0.486284,-560027.2373,3404914.185,1
4790,4790,80,0.5972981,0.763274,0.2439028,0.0304348,0.2844869,0.3996584,0.3940404,-620027.2373,3403914.185,1
4791,4791,80,0.6765243,0.8349943,0.5476426,0.026087,0.2134246,0.4239044,0.3169083,-619027.2373,3403914.185,1
4792,4792,80,0.6765243,0.8707728,0.217649,0.026087,0.2134246,0.4239044,0.3169083,-618027.2373,3403914.185,1
4793,4793,80,0.659763,0.7985623,0.3928025,0.0217391,0.2288352,0.4167163,0.3328827,-617027.2373,3403914.185,1
4794,4794,80,0.6126587,0.7276589,0.3735622,0.026087,0.2715818,0.3996047,0.3782915,-616027.2373,3403914.185,1
4795,4795,80,0.5463278,0.7296193,0.0377627,0.026087,0.3316505,0.376212,0.4423527,-615027.2373,3403914.185,1
4796,4796,80,0.5339254,0.7480804,0.0583713,0.0173913,0.3431385,0.3705099,0.4541092,-614027.2373,3403914.185,1
4797,4797,80,0.6267455,0.7629472,0.2889146,0.1652174,0.2621205,0.3884839,0.3620375,-606027.2373,3403914.185,1
4798,4798,80,0.5401556,0.6918804,0.3272383,0.1434783,0.3404643,0.3586343,0.4457912,-605027.2373,3403914.185,1
4799,4799,80,0.5106508,0.6559386,0.3631836,0.4,0.3673855,0.3475076,0.4741801,-604027.2373,3403914.185,1
4800,4800,10,0.5197548,0.7082176,0.4381554,0.2,0.3595291,0.3490491,0.4651253,-603027.2373,3403914.185,1
4801,4801,80,0.5568025,0.770299,0.3674576,0.0086957,0.326503,0.3597638,0.4289717,-602027.2373,3403914.185,1
4802,4802,80,0.5798839,0.7500408,0.362565,0.0347826,0.3060627,0.3659183,0.4063703,-601027.2373,3403914.185,1
4803,4803,10,0.5183977,0.6415619,0.1036574,0.373913,0.3618106,0.3443772,0.465801,-600027.2373,3403914.185,1
4804,4804,80,0.5145241,0.6348636,0.2919843,0.0478261,0.3663985,0.3390229,0.4689688,-597027.2373,3403914.185,1
4805,4805,10,0.523657,0.677177,0.4340391,0.126087,0.3585467,0.3406843,0.4599257,-596027.2373,3403914.185,1
4806,4806,80,0.5631382,0.7825519,0.6054993,0.0043478,0.32336,0.3523052,0.4214521,-595027.2373,3403914.185,1
4807,4807,80,0.5591868,0.7134455,0.212524,0,0.3280932,0.3471475,0.4247868,-592027.2373,3403914.185,1
4808,4808,10,0.5306412,0.6601862,0.3535342,0.0217391,0.3542111,0.3365339,0.4523214,-591027.2373,3403914.185,1
4809,4809,80,0.5109639,0.6376409,0.0561895,0.0173913,0.3723456,0.32884,0.4712607,-590027.2373,3403914.185,1
4810,4810,80,0.493095,0.6227741,0.0514289,0.2434783,0.3888568,0.3217522,0.4884526,-589027.2373,3403914.185,1
4811,4811,80,0.4852964,0.6054567,0.0564359,0.0826087,0.396302,0.3179773,0.4958834,-588027.2373,3403914.185,1
4812,4812,10,0.5075469,0.6333932,0.3453408,0.2478261,0.376683,0.324062,0.4741746,-587027.2373,3403914.185,1
4813,4813,10,0.5220435,0.6466264,0.2354023,0.4173913,0.3672597,0.3196013,0.4593451,-578027.2373,3403914.185,1
4814,4814,80,0.5752966,0.7521647,0.4204328,0.0217391,0.3197703,0.3359523,0.407627,-577027.2373,3403914.185,1
4815,4815,80,0.5543872,0.712792,0.2400482,0.0391304,0.3401014,0.3258679,0.4277548,-574027.2373,3403914.185,1
4816,4816,80,0.501338,0.7601699,0.5737928,0.3043478,0.3910678,0.302298,0.4790877,-568027.2373,3403914.185,1
4817,4817,80,0.5571221,0.6884496,0.4239663,0.0869565,0.342279,0.3186292,0.4260525,-567027.2373,3403914.185,1
4818,4818,0,0.5026066,0.6427054,0.1268432,0.2173913,0.3919611,0.29977,0.478945,-566027.2373,3403914.185,1
4819,4819,80,0.4841764,0.6418886,0.2830012,0.0521739,0.409727,0.2917682,0.4968709,-564027.2373,3403914.185,1
4820,4820,80,0.5340814,0.6791374,0.1339724,0.0347826,0.365361,0.3071539,0.4484997,-563027.2373,3403914.185,1
4821,4821,80,0.5746799,0.7840222,0.4898172,0.0956522,0.3293859,0.3194993,0.4091618,-562027.2373,3403914.185,1
4822,4822,10,0.4661739,0.6931874,0.3495523,0.1521739,0.4283524,0.2820543,0.5145077,-560027.2373,3403914.185,1
4823,4823,80,0.6664768,0.842346,0.5455787,0.0173913,0.2230508,0.4200674,0.3276501,-618027.2373,3402914.185,1
4824,4824,80,0.6422075,0.7894135,0.1861841,0.0217391,0.2452281,0.4104132,0.3509049,-617027.2373,3402914.185,1
4825,4825,80,0.6126816,0.7565757,0.1776697,0.0130435,0.2721423,0.3990556,0.3792619,-616027.2373,3402914.185,1
4826,4826,80,0.5938219,0.7539617,0.1593978,0.0043478,0.2894491,0.3912122,0.3972765,-615027.2373,3402914.185,1
4827,4827,80,0.5827748,0.7613135,0.2787736,0,0.2997197,0.3859477,0.4077169,-614027.2373,3402914.185,1
4828,4828,80,0.6160427,0.7841856,0.075565,0,0.2700703,0.3952233,0.3751775,-613027.2373,3402914.185,1
4829,4829,80,0.6168741,0.790067,0.4244304,0,0.2709599,0.3876404,0.3730791,-608027.2373,3402914.185,1
4830,4830,80,0.6033742,0.7537984,0.3077859,0.0913043,0.283797,0.3801987,0.3856886,-606027.2373,3402914.185,1
4831,4831,80,0.4943496,0.620977,0.384611,0.3652174,0.3827029,0.3415235,0.4909729,-604027.2373,3402914.185,1
4832,4832,80,0.5926369,0.7490606,0.4570273,0.0782609,0.294864,0.3708476,0.3951955,-602027.2373,3402914.185,1
4833,4833,80,0.5940928,0.7480804,0.1792637,0.026087,0.2939109,0.3699075,0.39357,-601027.2373,3402914.185,1
4834,4834,10,0.5428271,0.6766868,0.2498335,0.3347826,0.3404574,0.3517073,0.4430877,-600027.2373,3402914.185,1
4835,4835,10,0.4830674,0.6714589,0.6579781,0.4,0.395791,0.3266747,0.5002804,-596027.2373,3402914.185,1
4836,4836,80,0.5722766,0.7366443,0.2291444,0.173913,0.3158126,0.3545821,0.413574,-595027.2373,3402914.185,1
4837,4837,80,0.6092159,0.8122856,0.5461758,0.0043478,0.2829277,0.3653759,0.3775735,-594027.2373,3402914.185,1
4838,4838,80,0.6069542,0.8413658,0.5769281,0,0.2853631,0.3633386,0.3796025,-593027.2373,3402914.185,1
4839,4839,80,0.5821655,0.7503676,0.4027899,0,0.3080977,0.3539335,0.4034881,-592027.2373,3402914.185,1
4840,4840,80,0.5262878,0.6650874,0.1672896,0.0043478,0.3588452,0.3343549,0.4575352,-591027.2373,3402914.185,1
4841,4841,10,0.5106737,0.6791374,0.2250281,0.0086957,0.3733264,0.3279836,0.4725352,-590027.2373,3402914.185,1
4842,4842,10,0.4683271,0.6601862,0.2719679,0.0913043,0.4118961,0.312866,0.5134712,-589027.2373,3402914.185,1
4843,4843,80,0.4548278,0.5987584,0.0453092,0.0565217,0.4244842,0.3072142,0.5264333,-588027.2373,3402914.185,1
4844,4844,80,0.4507984,0.5904264,0.1316947,0.1086957,0.4285475,0.3046785,0.5302172,-587027.2373,3402914.185,1
4845,4845,80,0.4379124,0.5778468,0.1152921,0.0608696,0.4405957,0.2992535,0.5425982,-586027.2373,3402914.185,1
4846,4846,50,0.4172216,0.567881,0.3533544,0.2434783,0.4596814,0.2912834,0.5625566,-585027.2373,3402914.185,1
4847,4847,10,0.4258293,0.564777,0.1899443,0.2434783,0.4523796,0.2929263,0.5541037,-584027.2373,3402914.185,1
4848,4848,80,0.5420583,0.7537984,0.23001,0.0217391,0.3505295,0.3241938,0.4408922,-577027.2373,3402914.185,1
4849,4849,80,0.5563711,0.6807711,0.288973,0.0565217,0.338643,0.3267007,0.4269078,-575027.2373,3402914.185,1
4850,4850,80,0.5916284,0.7555955,0.6667127,0.0608696,0.3073952,0.3371786,0.3926697,-574027.2373,3402914.185,1
4851,4851,10,0.4960547,0.6427054,0.4876876,0.0565217,0.3940156,0.3047957,0.4853386,-573027.2373,3402914.185,1
4852,4852,80,0.5227262,0.7235746,0.4260409,0.3826087,0.3715948,0.3104021,0.4594108,-570027.2373,3402914.185,1
4853,4853,80,0.5327825,0.752328,0.1524632,0.1,0.3630852,0.312673,0.4496513,-569027.2373,3402914.185,1
4854,4854,80,0.5413956,0.739585,0.4946783,0.0869565,0.3573478,0.312534,0.4423639,-567027.2373,3402914.185,1
4855,4855,10,0.4582306,0.6137886,0.1576965,0.3217391,0.4334381,0.2832844,0.5230775,-565027.2373,3402914.185,1
4856,4856,80,0.5004791,0.7203071,0.5172541,0.1521739,0.3959735,0.2961438,0.4821322,-564027.2373,3402914.185,1
4857,4857,80,0.5631639,0.7926809,0.3845289,0.0434783,0.3401056,0.3157091,0.4213712,-563027.2373,3402914.185,1
4858,4858,80,0.5821428,0.783042,0.1340237,0.0826087,0.3236177,0.3209619,0.4030094,-562027.2373,3402914.185,1
4859,4859,80,0.6833848,0.7967652,0.3901799,0.0173913,0.208065,0.4267981,0.3125206,-620027.2373,3401914.185,1
4860,4860,80,0.6833848,0.8835158,0.6119925,0.0173913,0.208065,0.4267981,0.3125206,-619027.2373,3401914.185,1
4861,4861,80,0.6117079,0.7668682,0.075565,0.0043478,0.2739077,0.3965188,0.380903,-615027.2373,3401914.185,1
4862,4862,80,0.6074977,0.7552688,0.0897088,0.0043478,0.2783469,0.3918558,0.3844382,-613027.2373,3401914.185,1
4863,4863,80,0.5928522,0.7366443,0.1482638,0.0043478,0.2918671,0.3854426,0.3983754,-612027.2373,3401914.185,1
4864,4864,80,0.5972862,0.7604967,0.2939841,0.2043478,0.2882017,0.3852997,0.3938107,-611027.2373,3401914.185,1
4865,4865,80,0.6017225,0.7809181,0.319656,0.1,0.284537,0.3851755,0.3892481,-610027.2373,3401914.185,1
4866,4866,80,0.6000023,0.7397484,0.1219542,0.0130435,0.2864211,0.3830518,0.3906616,-609027.2373,3401914.185,1
4867,4867,80,0.610991,0.767685,0.1879711,0.0043478,0.2772003,0.3835849,0.3795075,-607027.2373,3401914.185,1
4868,4868,80,0.5843437,0.7462833,0.2552699,0.026087,0.3015501,0.373345,0.4051138,-606027.2373,3401914.185,1
4869,4869,80,0.5595023,0.7170397,0.1710787,0.2043478,0.3242768,0.3637139,0.4289736,-605027.2373,3401914.185,1
4870,4870,80,0.5503437,0.7075641,0.4449713,0.4,0.3335946,0.3563395,0.437184,-602027.2373,3401914.185,1
4871,4871,80,0.5928141,0.7639275,0.2978095,0.026087,0.2956986,0.368831,0.3957765,-601027.2373,3401914.185,1
4872,4872,80,0.5711466,0.7018461,0.2569457,0.0652174,0.3155867,0.3603215,0.4165857,-600027.2373,3401914.185,1
4873,4873,80,0.5044894,0.6796275,0.2864061,0.1956522,0.3775523,0.3316614,0.4802952,-595027.2373,3401914.185,1
4874,4874,80,0.607981,0.7699722,0.5528089,0.0043478,0.2847193,0.3642547,0.3797431,-594027.2373,3401914.185,1
4875,4875,80,0.5596237,0.7376246,0.3580832,0,0.329514,0.3445359,0.4261773,-591027.2373,3401914.185,1
4876,4876,80,0.5112916,0.7374612,0.593765,0.4217391,0.3739052,0.3261847,0.4727777,-589027.2373,3401914.185,1
4877,4877,10,0.4943167,0.6618199,0.5774136,0.4,0.3909743,0.315751,0.4887673,-585027.2373,3401914.185,1
4878,4878,10,0.4691341,0.693024,0.4762059,0.4,0.414121,0.3063125,0.5130922,-584027.2373,3401914.185,1
4879,4879,10,0.44516,0.6529979,0.5038783,0.2608696,0.4361858,0.2972821,0.536252,-583027.2373,3401914.185,1
4880,4880,80,0.5475618,0.7289659,0.3913827,0.1304348,0.3463762,0.3251406,0.4365658,-577027.2373,3401914.185,1
4881,4881,80,0.5807113,0.7675216,0.592115,0.0782609,0.3170221,0.3348975,0.4043617,-576027.2373,3401914.185,1
4882,4882,10,0.5115711,0.6355171,0.1656811,0.1913043,0.3798245,0.3111466,0.4713813,-575027.2373,3401914.185,1
4883,4883,10,0.5465376,0.7245548,0.3950674,0.3565218,0.348848,0.3215205,0.4374293,-574027.2373,3401914.185,1
4884,4884,10,0.6074986,0.6712955,0.5035415,0.0695652,0.2944611,0.3404229,0.3782711,-573027.2373,3401914.185,1
4885,4885,80,0.5959073,0.7191635,0.3257875,0.1304348,0.3076659,0.3314099,0.3894765,-568027.2373,3401914.185,1
4886,4886,10,0.4680502,0.6685182,0.5519078,0.1478261,0.4255042,0.2855536,0.5146087,-565027.2373,3401914.185,1
4887,4887,10,0.5281858,0.7002124,0.170454,0.3,0.3719366,0.304266,0.4563197,-564027.2373,3401914.185,1
4888,4888,10,0.5319976,0.6779938,0.4819916,0.2086957,0.3691164,0.3045314,0.452669,-563027.2373,3401914.185,1
4889,4889,80,0.5651085,0.7596798,0.4347913,0.0652174,0.3399087,0.3144069,0.4206061,-562027.2373,3401914.185,1
4890,4890,80,0.6040849,0.7446496,0.5343927,0.2652174,0.3054242,0.3262135,0.3828606,-561027.2373,3401914.185,1
4891,4891,80,0.5701748,0.7253717,0.0732144,0.126087,0.3128658,0.3774461,0.4213265,-612027.2373,3400914.185,1
4892,4892,80,0.5487757,0.6693351,0.4933017,0.373913,0.3324767,0.3688312,0.4418177,-611027.2373,3400914.185,1
4893,4893,80,0.5493971,0.6915537,0.3643754,0.0782609,0.3325918,0.3658827,0.4406987,-609027.2373,3400914.185,1
4894,4894,80,0.5466325,0.7461199,0.2834829,0.0217391,0.3354244,0.363427,0.4431292,-608027.2373,3400914.185,1
4895,4895,80,0.5836782,0.7531449,0.415106,0.0130435,0.3023967,0.3740338,0.4069507,-607027.2373,3400914.185,1
4896,4896,80,0.597594,0.74661,0.3280624,0.0652174,0.2902097,0.3770783,0.3932123,-606027.2373,3400914.185,1
4897,4897,80,0.5729078,0.6964548,0.1023025,0.3434783,0.3128015,0.3674903,0.4169213,-605027.2373,3400914.185,1
4898,4898,10,0.5266618,0.7080542,0.2229322,0.4217391,0.3555461,0.3479393,0.4611048,-602027.2373,3400914.185,1
4899,4899,80,0.5742451,0.739585,0.5481223,0.2347826,0.3130496,0.3620982,0.4147382,-601027.2373,3400914.185,1
4900,4900,80,0.5716609,0.7263519,0.1662864,0.0652174,0.3157521,0.3598337,0.417038,-600027.2373,3400914.185,1
4901,4901,80,0.5474501,0.7144257,0.3894385,0.1130435,0.337942,0.3504982,0.4403205,-599027.2373,3400914.185,1
4902,4902,10,0.491972,0.7020095,0.2700809,0.3608696,0.3890885,0.3282036,0.493567,-596027.2373,3400914.185,1
4903,4903,80,0.5407864,0.7725862,0.3333485,0.0217391,0.3455134,0.3428572,0.446044,-595027.2373,3400914.185,1
4904,4904,80,0.6038768,0.8274792,0.3389846,0.0130435,0.2890832,0.3622031,0.3846806,-594027.2373,3400914.185,1
4905,4905,80,0.6417365,0.7863094,0.5321107,0,0.2553882,0.3732957,0.3477964,-593027.2373,3400914.185,1
4906,4906,80,0.6165113,0.836628,0.3959856,0.0086957,0.27853,0.3637303,0.3721085,-592027.2373,3400914.185,1
4907,4907,80,0.5915925,0.9062245,0.216163,0.0086957,0.3014018,0.354279,0.3961303,-591027.2373,3400914.185,1
4908,4908,80,0.5754216,0.8070577,0.389724,0.1608696,0.3168349,0.346449,0.4115397,-589027.2373,3400914.185,1
4909,4909,80,0.5395557,0.7074007,0.3843293,0.2869565,0.3495874,0.3334505,0.4462008,-588027.2373,3400914.185,1
4910,4910,80,0.4762066,0.6288188,0.2160752,0.3521739,0.407105,0.3114591,0.5075265,-587027.2373,3400914.185,1
4911,4911,10,0.5315347,0.7144257,0.3517562,0.1086957,0.3577171,0.3283692,0.453748,-586027.2373,3400914.185,1
4912,4912,80,0.5765045,0.736481,0.2858726,0.1086957,0.3176674,0.3418974,0.4100237,-585027.2373,3400914.185,1
4913,4913,80,0.5451714,0.7560856,0.2511304,0.0130435,0.346363,0.3304348,0.440317,-584027.2373,3400914.185,1
4914,4914,10,0.4940168,0.6694984,0.3720263,0.0608696,0.392922,0.312489,0.4898438,-583027.2373,3400914.185,1
4915,4915,10,0.4940168,0.694331,0.3812983,0.2869565,0.392922,0.312489,0.4898438,-582027.2373,3400914.185,1
4916,4916,10,0.5041571,0.6636171,0.3905325,0.0826087,0.3842696,0.3146405,0.4799246,-581027.2373,3400914.185,1
4917,4917,80,0.5558665,0.6961281,0.3568237,0.4086956,0.3402061,0.3259012,0.4294617,-576027.2373,3400914.185,1
4918,4918,10,0.5311998,0.681588,0.5995361,0.1782609,0.3629531,0.3167148,0.4533481,-575027.2373,3400914.185,1
4919,4919,80,0.5810308,0.7343571,0.510052,0.2869565,0.3191355,0.3308688,0.404958,-573027.2373,3400914.185,1
4920,4920,80,0.5286127,0.6949845,0.5441672,0.2869565,0.3685924,0.3094665,0.4557764,-569027.2373,3400914.185,1
4921,4921,80,0.5226822,0.7564123,0.5543808,0.3,0.3778076,0.3015156,0.4627071,-564027.2373,3400914.185,1
4922,4922,80,0.5648861,0.7454664,0.4428647,0.3086957,0.3410446,0.3133706,0.4218837,-562027.2373,3400914.185,1
4923,4923,80,0.6818295,0.8395687,0.4162867,0.0086957,0.2111886,0.4217949,0.3153603,-617027.2373,3399914.185,1
4924,4924,80,0.587119,0.8050972,0.5736657,0.0086957,0.2968351,0.3890594,0.4069383,-616027.2373,3399914.185,1
4925,4925,80,0.6379787,0.7372978,0.3724646,0.0391304,0.2520055,0.4007347,0.3567694,-613027.2373,3399914.185,1
4926,4926,10,0.5776751,0.7131188,0.3411369,0.226087,0.3066654,0.3793468,0.4149906,-612027.2373,3399914.185,1
4927,4927,10,0.5343483,0.6717857,0.4428647,0.373913,0.3460341,0.3635399,0.4567496,-611027.2373,3399914.185,1
4928,4928,80,0.5453842,0.7229211,0.1325278,0.3391304,0.3374729,0.3608932,0.4450294,-607027.2373,3399914.185,1
4929,4929,80,0.5528454,0.7234112,0.3466212,0.1782609,0.3311054,0.3618152,0.4375512,-606027.2373,3399914.185,1
4930,4930,10,0.5340295,0.6954746,0.3208589,0.2347826,0.3498884,0.3482815,0.4546805,-601027.2373,3399914.185,1
4931,4931,80,0.5266442,0.7299461,0.4999822,0.1130435,0.3569219,0.3444357,0.4616375,-600027.2373,3399914.185,1
4932,4932,10,0.5308302,0.6825682,0.4694202,0.1782609,0.353536,0.3443971,0.457377,-599027.2373,3399914.185,1
4933,4933,80,0.5024099,0.7157327,0.3433088,0.1956522,0.3803259,0.330944,0.4843814,-596027.2373,3399914.185,1
4934,4934,80,0.5990061,0.7441595,0.5119911,0.0043478,0.2941248,0.3599102,0.3903461,-594027.2373,3399914.185,1
4935,4935,80,0.5940613,0.7428524,0.3291817,0.0043478,0.2989978,0.3569678,0.3949818,-593027.2373,3399914.185,1
4936,4936,80,0.5868935,0.7750368,0.6353364,0.0086957,0.3063098,0.3520165,0.4016342,-591027.2373,3399914.185,1
4937,4937,80,0.5797137,0.7627839,0.5078378,0.0086957,0.3132146,0.3483829,0.4084588,-590027.2373,3399914.185,1
4938,4938,80,0.5775408,0.7028263,0.4184301,0.0913043,0.3160651,0.3451487,0.4103093,-588027.2373,3399914.185,1
4939,4939,80,0.5205088,0.6739095,0.132787,0.1086957,0.3678997,0.3252187,0.4655101,-587027.2373,3399914.185,1
4940,4940,80,0.5677333,0.7147525,0.3232419,0.0086957,0.3258199,0.3394645,0.4195942,-586027.2373,3399914.185,1
4941,4941,80,0.5547986,0.7622938,0.2980877,0.0130435,0.3384193,0.3328056,0.431942,-584027.2373,3399914.185,1
4942,4942,80,0.5547986,0.6726025,0.2081598,0.0173913,0.3384193,0.3328056,0.431942,-583027.2373,3399914.185,1
