OID_,pointid,grid_code,rain_nor,dem_nor,slope_nor,NDVI_nor,evp_nor,SSD_nor,GST_nor,POINT_X,POINT_Y,Value
33,33,10,0.6533915,0.6564287,0.412227,0.9347826,0.7308888,0.2221982,0.4422776,-167027.2373,3175914.185,1
34,34,10,0.6983304,0.5561183,0.0231986,0.9782608,0.7635074,0.174018,0.4742478,-179027.2373,3167914.185,1
35,35,80,0.6717268,0.5927136,0.4525681,0.9043478,0.80977,0.1353001,0.5233386,-190027.2373,3165914.185,1
36,36,80,0.7367396,0.5690247,0.3696923,0.9434782,0.7663378,0.1484751,0.4761816,-190027.2373,3163914.185,1
37,37,20,0.7591145,0.7008659,0.3048053,0.3608696,0.7208456,0.228699,0.4262299,-154027.2373,3161914.185,1
38,38,20,0.7833389,0.6214671,0.4670137,0.6608695,0.7597678,0.1722416,0.4678077,-173027.2373,3157914.185,1
39,39,80,0.8774024,0.6701519,0.4803977,0.4652174,0.7142767,0.1858355,0.4177543,-171027.2373,3152914.185,1
40,40,20,0.8063971,0.557752,0.6828023,0.8217391,0.796603,0.1277602,0.5070184,-187027.2373,3151914.185,1
41,41,10,0.8293192,0.5721287,0.5218149,0.8608696,0.7839954,0.1312494,0.4933504,-187027.2373,3150914.185,1
42,42,20,0.9630392,0.6186898,0.3075041,0.3565218,0.7266124,0.157744,0.430257,-178027.2373,3142914.185,1
43,43,80,0.930943,0.5802974,0.3547058,0.8565217,0.7646034,0.1397733,0.4712802,-180027.2373,3141914.185,1
44,44,80,0.9906896,0.6314328,0.4783913,0.8869565,0.7436082,0.1482932,0.4481232,-176027.2373,3137914.185,1
45,45,20,0.9476845,0.6177095,0.3834464,0.8913043,0.761318,0.1905308,0.4624537,-149027.2373,3136914.185,1
46,46,20,0.874022,0.6064368,0.2091396,0.6,0.8305733,0.1707287,0.5360242,-146027.2373,3135914.185,1
47,47,20,1.0000066,0.5907531,0.3327015,0.8521739,0.7423571,0.1940614,0.4415008,-149027.2373,3133914.185,1
48,48,10,0.565324,0.5587322,0.211293,0.4086956,0.7343265,0.3098709,0.4435985,-127027.2373,3174914.185,1
49,49,10,0.6585298,0.7158961,0.585851,0.5478261,0.6597868,0.3325965,0.362883,-128027.2373,3173914.185,1
50,50,10,0.7117074,0.7462833,0.5602588,0.6478261,0.6650224,0.3233325,0.3627308,-125027.2373,3164914.185,1
51,51,20,0.5466555,0.6082339,0.6755007,0.5913044,0.8264816,0.2718719,0.5328825,-120027.2373,3160914.185,1
52,52,20,0.6699223,0.6041496,0.4405168,0.6347826,0.7602748,0.2710826,0.4628532,-128027.2373,3158914.185,1
53,53,10,0.5378846,0.5595491,0.4590985,0.4391305,0.850238,0.2601504,0.5572982,-120027.2373,3158914.185,1
54,54,20,0.6096564,0.6110113,0.2100833,0.4478261,0.8228372,0.2467732,0.5297183,-128027.2373,3157914.185,1
55,55,20,0.6302005,0.5789903,0.5362983,0.6043478,0.8007899,0.2574606,0.5056977,-127027.2373,3157914.185,1
56,56,20,0.6775035,0.6216304,0.5095419,0.3956522,0.7736045,0.260491,0.4765046,-129027.2373,3156914.185,1
57,57,10,0.6346971,0.6000654,0.3937877,0.9782608,0.7830855,0.2787609,0.4842118,-121027.2373,3156914.185,1
58,58,20,0.6531423,0.650874,0.5665413,0.4043478,0.7627195,0.2889617,0.4619329,-120027.2373,3156914.185,1
59,59,20,0.644086,0.6121549,0.2459593,0.8565217,0.8121911,0.2449296,0.5175782,-129027.2373,3155914.185,1
60,60,20,0.6320626,0.6059467,0.4642558,0.3478261,0.7824482,0.2859432,0.481869,-118027.2373,3155914.185,1
61,61,20,0.645925,0.571802,0.4803839,0.7260869,0.7829707,0.285705,0.4808901,-117027.2373,3153914.185,1
62,62,10,0.6828188,0.5602026,0.4022785,0.7043478,0.7736861,0.2762876,0.4719474,-121027.2373,3152914.185,1
63,63,20,0.6016414,0.585852,0.2245274,0.8173913,0.8275449,0.2709519,0.5278886,-116027.2373,3152914.185,1
64,64,10,0.6955401,0.5528508,0.1079398,0.5043478,0.7632332,0.2843142,0.4593635,-119027.2373,3151914.185,1
65,65,10,0.6502478,0.6051299,0.4667749,0.4869565,0.8001565,0.2737413,0.4986984,-118027.2373,3151914.185,1
66,66,20,0.7029852,0.6431956,0.3163376,0.8173913,0.7768886,0.2694599,0.4747694,-122027.2373,3150914.185,1
67,67,10,0.7056955,0.5423951,0.2793074,0.9043478,0.8058106,0.2410837,0.5076858,-128027.2373,3149914.185,1
68,68,10,0.6966353,0.6181996,0.4521873,0.9782608,0.7915117,0.262731,0.4900213,-122027.2373,3149914.185,1
69,69,20,0.6815692,0.6048031,0.307363,0.4913043,0.8012241,0.2620102,0.500067,-121027.2373,3149914.185,1
70,70,20,0.6781843,0.5981049,0.2378696,0.4695652,0.8003893,0.2651457,0.4987469,-120027.2373,3149914.185,1
71,71,10,0.7736183,0.6276752,0.6195055,0.8260869,0.7572799,0.2546505,0.4553586,-129027.2373,3148914.185,1
72,72,20,0.6996435,0.528345,0.4867857,0.5434783,0.8166618,0.2384126,0.518577,-127027.2373,3148914.185,1
73,73,20,0.6909452,0.5992485,0.4080863,0.3478261,0.7899734,0.2732848,0.4861349,-118027.2373,3148914.185,1
74,74,10,0.7309974,0.5910799,0.1723202,0.9782608,0.7707714,0.2731675,0.4658552,-120027.2373,3147914.185,1
75,75,20,0.7188269,0.5363503,0.217794,0.9521739,0.8194154,0.2387336,0.5194637,-125027.2373,3145914.185,1
76,76,20,0.7359224,0.594184,0.2006824,0.5608695,0.7845629,0.2654631,0.479733,-120027.2373,3145914.185,1
77,77,10,0.7643179,0.5850351,0.3220052,0.7826087,0.7838868,0.2530848,0.4803549,-124027.2373,3144914.185,1
78,78,20,0.7077022,0.585852,0.3162534,0.9478261,0.8191895,0.2515484,0.5165414,-120027.2373,3144914.185,1
79,79,20,0.7595765,0.6146055,0.1582091,0.7217391,0.7644276,0.2772509,0.4566052,-118027.2373,3144914.185,1
80,80,10,0.7709665,0.5667375,0.3739598,0.7869565,0.787222,0.2505494,0.483519,-124027.2373,3143914.185,1
81,81,20,0.7516653,0.5448456,0.211082,0.8043478,0.7848186,0.2656345,0.4785763,-119027.2373,3143914.185,1
82,82,10,0.7765642,0.5946741,0.3276666,0.9782608,0.7797355,0.26044,0.473629,-121027.2373,3142914.185,1
83,83,20,0.8202034,0.6281653,0.3829383,0.7391304,0.7616659,0.2572518,0.4551728,-124027.2373,3141914.185,1
84,84,10,0.774249,0.5951642,0.4620607,0.8913043,0.7991509,0.2464218,0.4950636,-123027.2373,3141914.185,1
85,85,10,0.7786049,0.5959811,0.1669293,0.9782608,0.7872713,0.2564241,0.4813026,-121027.2373,3141914.185,1
86,86,10,0.7898153,0.5749061,0.4417419,0.5608695,0.7690689,0.2688193,0.4606902,-119027.2373,3141914.185,1
87,87,10,0.7700147,0.5856886,0.4386721,0.6869565,0.8084432,0.2446079,0.5041664,-122027.2373,3140914.185,1
88,88,10,0.7619224,0.5554648,0.1737427,0.7826087,0.8117165,0.2462747,0.5071903,-121027.2373,3140914.185,1
89,89,80,0.397137,0.678974,0.3878892,1,0.1300566,0.6385115,0.4197302,-1347027.237,3240914.185,1
90,90,20,0.1354379,0.6270217,0.0518304,0.7565217,0.2112824,0.5345395,0.5220798,-1254027.237,3229914.185,1
91,91,20,0.1401142,0.6384578,0.2491815,0.6695652,0.2066225,0.5355774,0.517127,-1253027.237,3229914.185,1
92,92,20,0.1459436,0.6283287,0.1696693,0.5869566,0.2049168,0.5379813,0.5143196,-1257027.237,3228914.185,1
93,93,20,0.1636423,0.6435223,0.075565,0.7043478,0.1878829,0.542844,0.4961293,-1255027.237,3228914.185,1
94,94,20,0.172334,0.6624734,0.4305328,0.7086957,0.1791044,0.5447173,0.4868076,-1253027.237,3228914.185,1
95,95,20,0.0904214,0.6404182,0.0158445,0.7391304,0.2517334,0.516346,0.5651642,-1250027.237,3228914.185,1
96,96,20,0.1898327,0.6494037,0.4397186,0.5434783,0.1648483,0.5490347,0.4707667,-1253027.237,3227914.185,1
97,97,20,0.1042808,0.6307793,0.3202502,0.7391304,0.2407254,0.519479,0.5526149,-1250027.237,3227914.185,1
98,98,20,0.1360292,0.6497304,0.3835054,0.5130435,0.2194209,0.5285866,0.5272673,-1256027.237,3224914.185,1
99,99,20,0.0953655,0.5685346,0.3587703,0.7173913,0.2554936,0.5147963,0.566171,-1255027.237,3224914.185,1
100,100,20,0.096499,0.5785003,0.1556271,0.6782609,0.2539465,0.5146935,0.5645648,-1254027.237,3224914.185,1
101,101,20,0.0921114,0.5425584,0.4858857,0.8086957,0.2574064,0.5127727,0.5683449,-1253027.237,3224914.185,1
102,102,80,0.142246,0.6544682,0.4084685,0.6130435,0.2142507,0.5282723,0.5211328,-1254027.237,3223914.185,1
103,103,20,0.1062989,0.5773566,0.4715616,0.8086957,0.2456646,0.5155229,0.5550568,-1252027.237,3223914.185,1
104,104,80,0.1377257,0.6206502,0.3523554,0.7782609,0.2288888,0.5325556,0.5356587,-1268027.237,3222914.185,1
105,105,80,0.2183934,0.6923705,0.5993718,0.5956522,0.1482842,0.5527474,0.449299,-1256027.237,3222914.185,1
106,106,20,0.1036708,0.6111746,0.2988646,0.8173913,0.2500079,0.5137435,0.5589909,-1252027.237,3222914.185,1
107,107,80,0.1621865,0.6214671,0.1214423,0.7347826,0.2138563,0.5407361,0.5181698,-1273027.237,3221914.185,1
108,108,80,0.1820484,0.6861624,0.3399673,0.7782609,0.1905455,0.5456581,0.4937143,-1268027.237,3221914.185,1
109,109,80,0.1797493,0.6941676,0.0476727,0.5695652,0.1852412,0.5391252,0.4883388,-1257027.237,3221914.185,1
110,110,0,0.1357399,0.5806241,0.1533936,0.873913,0.2236913,0.5237922,0.5298589,-1255027.237,3221914.185,1
111,111,80,0.1761655,0.6296357,0.200038,0.7347826,0.2028484,0.5439022,0.5056703,-1273027.237,3220914.185,1
112,112,80,0.1502643,0.6992322,0.6688346,0.5434783,0.222828,0.5344909,0.5275729,-1270027.237,3220914.185,1
113,113,80,0.2170634,0.749224,0.129,0.5347826,0.1616006,0.5560517,0.4617716,-1269027.237,3220914.185,1
114,114,80,0.2344789,0.6799542,0.5350089,0.5347826,0.144895,0.5614201,0.4439022,-1268027.237,3220914.185,1
115,115,20,0.1008253,0.6155857,0.533749,0.873913,0.2566656,0.5109447,0.5646712,-1255027.237,3220914.185,1
116,116,20,0.1519693,0.6590427,0.3391636,0.4826087,0.2124552,0.5290542,0.5168877,-1258027.237,3219914.185,1
117,117,20,0.1238921,0.6208136,0.3879238,0.5782609,0.2374051,0.5170993,0.5432423,-1255027.237,3219914.185,1
118,118,80,0.1181432,0.6198334,0.3812267,0.6347826,0.2509124,0.5197638,0.5569401,-1266027.237,3218914.185,1
119,119,20,0.1661289,0.6320863,0.1628633,0.7521739,0.2005785,0.5318456,0.5034787,-1257027.237,3218914.185,1
120,120,20,0.1675363,0.5667375,0.4981768,0.6608695,0.1996055,0.5299997,0.5018525,-1254027.237,3218914.185,1
121,121,80,0.1371512,0.6083973,0.4028537,0.873913,0.2363125,0.5249416,0.5404533,-1267027.237,3217914.185,1
122,122,80,0.1555939,0.6404182,0.4707972,0.6782609,0.2222542,0.5299287,0.5245505,-1268027.237,3216914.185,1
123,123,80,0.1831347,0.6730926,0.3289458,0.7130435,0.2010845,0.5382239,0.5008833,-1270027.237,3215914.185,1
124,124,80,0.191195,0.6833851,0.2093837,0.8217391,0.1927692,0.5405335,0.4920388,-1269027.237,3215914.185,1
125,125,80,0.2168653,0.6944944,0.4222511,0.6782609,0.1686212,0.5486044,0.4661433,-1268027.237,3215914.185,1
126,126,20,0.0566056,0.5713119,0.6795467,0.9478261,0.2992896,0.4794222,0.6064605,-1237027.237,3214914.185,1
127,127,20,0.1628401,0.626695,0.46477,0.7521739,0.2053083,0.51398,0.5046145,-1239027.237,3213914.185,1
128,128,20,0.1203272,0.6284921,0.1337671,0.6695652,0.2434146,0.4995041,0.5456124,-1238027.237,3213914.185,1
129,129,20,0.1063375,0.6304525,0.2653651,0.9173913,0.2690674,0.5067453,0.5726553,-1264027.237,3212914.185,1
130,130,20,0.1274329,0.6201601,0.4765027,0.8956522,0.2534457,0.5130157,0.5550054,-1266027.237,3211914.185,1
131,131,80,0.1100875,0.6436857,0.2786091,0.8217391,0.2681365,0.5069633,0.5709047,-1265027.237,3211914.185,1
132,132,20,0.1671089,0.5639601,0.4526409,0.4652174,0.20447,0.5132142,0.5023011,-1240027.237,3211914.185,1
133,133,20,0.1484361,0.5936939,0.1439747,0.4913043,0.2401097,0.5199062,0.539624,-1270027.237,3210914.185,1
134,134,20,0.1923962,0.6314328,0.2559234,0.5391304,0.1994524,0.533976,0.4959439,-1269027.237,3210914.185,1
135,135,20,0.2219806,0.6353537,0.6502751,0.6956522,0.1707794,0.5429744,0.4652505,-1267027.237,3210914.185,1
136,136,80,0.2195904,0.7622938,0.3183123,0.7347826,0.1209888,0.5627207,0.4328767,-1229027.237,3241914.185,1
137,137,20,0.1654316,0.687306,0.5258835,0.7826087,0.2395763,0.8608239,0.4559595,-891027.2373,3213914.185,1
138,138,20,0.3846963,0.738278,0.2471378,0.4869565,0.2812072,0.6134279,0.468912,-683027.2373,3232914.185,1
139,139,20,0.3566861,0.7047868,0.1372622,0.6695652,0.3049604,0.6060548,0.4940098,-683027.2373,3231914.185,1
140,140,80,0.2446187,0.6743996,0.2828806,0.6826087,0.3640401,0.6307599,0.5526356,-691027.2373,3210914.185,1
141,141,80,0.3284445,0.7160594,0.3718005,0.5608695,0.2653559,0.6940609,0.4484613,-699027.2373,3204914.185,1
142,142,20,0.3242731,0.6729293,0.2239414,0.9130434,0.3038624,0.6490107,0.4757262,-685027.2373,3199914.185,1
143,143,20,0.4237751,0.6601862,0.0364893,0.5521739,0.3363653,0.4905825,0.5041634,-653027.2373,3253914.185,1
144,144,80,0.4672479,0.7157327,0.3229173,0.6217391,0.3107193,0.4784167,0.4643137,-642027.2373,3250914.185,1
145,145,80,0.3890097,0.7397484,0.4640435,0.6434783,0.3692631,0.4727841,0.5321329,-647027.2373,3247914.185,1
146,146,80,0.4437222,0.7069106,0.2510825,0.4913043,0.3152324,0.4985722,0.4758971,-649027.2373,3246914.185,1
147,147,20,0.3881189,0.6938409,0.3797282,0.4521739,0.3292512,0.5422016,0.5117743,-669027.2373,3245914.185,1
148,148,20,0.3804215,0.6861624,0.1053259,0.6043478,0.337076,0.5365953,0.5173818,-667027.2373,3243914.185,1
149,149,20,0.3787358,0.7119752,0.3392531,0.6956522,0.342584,0.5293795,0.5211797,-665027.2373,3243914.185,1
150,150,20,0.4049514,0.6773403,0.1163112,0.6695652,0.3411588,0.5001465,0.5061565,-652027.2373,3243914.185,1
151,151,20,0.3731151,0.6966182,0.3538243,0.8043478,0.3339971,0.5494334,0.5179114,-671027.2373,3242914.185,1
152,152,20,0.3501282,0.6694984,0.24015,0.7086957,0.393336,0.4772135,0.5597397,-650027.2373,3242914.185,1
153,153,20,0.403135,0.6843653,0.2179099,0.8608696,0.3475253,0.4913352,0.5092911,-649027.2373,3242914.185,1
154,154,20,0.4330507,0.7242281,0.3205136,0.4608696,0.3624714,0.4316173,0.4998903,-627027.2373,3242914.185,1
155,155,20,0.401551,0.7346839,0.2479922,0.4782609,0.319198,0.5403085,0.4952729,-665027.2373,3241914.185,1
156,156,20,0.3655369,0.6711321,0.368214,0.8304348,0.3764453,0.4870467,0.5423118,-651027.2373,3241914.185,1
157,157,20,0.3592642,0.6858357,0.289148,0.5217391,0.3412793,0.5519208,0.5260329,-672027.2373,3240914.185,1
158,158,20,0.3919093,0.7216141,0.3296998,0.5391304,0.3139877,0.5592031,0.495611,-671027.2373,3240914.185,1
159,159,20,0.4026576,0.7023362,0.2076677,0.9782608,0.3126843,0.5491356,0.4900106,-667027.2373,3240914.185,1
160,160,20,0.4235198,0.6989054,0.3921728,0.6347826,0.3191655,0.5141559,0.4824975,-653027.2373,3240914.185,1
161,161,20,0.4145603,0.650874,0.077123,0.6347826,0.3292419,0.5079225,0.4922343,-652027.2373,3240914.185,1
162,162,80,0.3960184,0.707074,0.2850794,0.6913043,0.3499389,0.4952744,0.5122832,-650027.2373,3240914.185,1
163,163,20,0.3484451,0.6850188,0.1259146,0.6434783,0.3451941,0.5570576,0.531913,-674027.2373,3239914.185,1
164,164,80,0.4214647,0.712792,0.1544054,0.4826087,0.2964387,0.5536355,0.4710736,-666027.2373,3239914.185,1
165,165,80,0.4033706,0.7229211,0.2888367,0.6217391,0.3280777,0.5224135,0.4961226,-658027.2373,3239914.185,1
166,166,80,0.4390828,0.7580461,0.3308719,0.4652174,0.2979592,0.5307746,0.4625979,-657027.2373,3239914.185,1
167,167,20,0.4165336,0.7010292,0.3632361,0.5869566,0.3284461,0.5067932,0.4898845,-651027.2373,3239914.185,1
168,168,20,0.3658258,0.6554484,0.3059463,0.5869566,0.3821654,0.4770409,0.5432291,-647027.2373,3239914.185,1
169,169,80,0.3907118,0.6740729,0.3020672,0.4347826,0.3588449,0.4866495,0.5177401,-647027.2373,3238914.185,1
170,170,20,0.33473,0.6567554,0.1531727,0.5565218,0.3662697,0.5371718,0.5471665,-668027.2373,3236914.185,1
171,171,20,0.4445421,0.7234112,0.2210093,0.7652174,0.3392311,0.4584793,0.4785845,-632027.2373,3236914.185,1
172,172,20,0.4176295,0.7162228,0.4119741,0.6173913,0.3695394,0.4401423,0.5076903,-629027.2373,3236914.185,1
173,173,20,0.3788676,0.666231,0.1601987,0.7,0.4125378,0.4148665,0.5492491,-625027.2373,3236914.185,1
174,174,80,0.36208,0.6838752,0.3759964,0.7130435,0.3903989,0.4683687,0.5460027,-643027.2373,3235914.185,1
175,175,20,0.4057566,0.6863258,0.2202112,0.6347826,0.3593141,0.4695996,0.5079524,-639027.2373,3235914.185,1
176,176,20,0.391528,0.6716223,0.2223407,0.8043478,0.380347,0.4519863,0.5259693,-635027.2373,3235914.185,1
177,177,20,0.4452062,0.6559386,0.4808939,0.4652174,0.3422152,0.4535731,0.4790652,-630027.2373,3235914.185,1
178,178,20,0.4224823,0.6926973,0.458958,0.6956522,0.3769754,0.424075,0.5081984,-623027.2373,3235914.185,1
179,179,20,0.2792192,0.6449926,0.170454,0.9782608,0.4092264,0.5293139,0.5946544,-670027.2373,3234914.185,1
180,180,20,0.3216842,0.6647606,0.448243,0.6739131,0.4070373,0.486513,0.5736232,-652027.2373,3234914.185,1
181,181,20,0.4565156,0.6472799,0.0856377,0.5695652,0.3480859,0.4332486,0.4755165,-622027.2373,3234914.185,1
182,182,20,0.3462401,0.6636171,0.3261553,0.573913,0.3361311,0.5705438,0.5206254,-675027.2373,3233914.185,1
183,183,20,0.2971707,0.659206,0.0240149,0.7869565,0.3894985,0.540388,0.5740079,-671027.2373,3233914.185,1
184,184,20,0.3097493,0.6717857,0.2764357,0.8217391,0.3826953,0.5375126,0.5646136,-669027.2373,3233914.185,1
185,185,80,0.3210985,0.646463,0.5718042,0.8130435,0.4259044,0.4576738,0.5834212,-643027.2373,3233914.185,1
186,186,80,0.4598173,0.677667,0.4288232,0.9782608,0.3344417,0.4512358,0.4663777,-627027.2373,3233914.185,1
187,187,20,0.3508067,0.7108316,0.5185946,0.5130435,0.3306583,0.5737737,0.5142787,-675027.2373,3232914.185,1
188,188,20,0.3471932,0.7103415,0.3226734,0.7130435,0.3431599,0.5584647,0.5236681,-671027.2373,3232914.185,1
189,189,20,0.2866268,0.6296357,0.4947925,0.8347826,0.4068296,0.5246038,0.5880696,-667027.2373,3232914.185,1
190,190,20,0.270048,0.6466264,0.2336146,0.9782608,0.4285087,0.5087363,0.6082481,-664027.2373,3232914.185,1
191,191,20,0.4015942,0.6482601,0.2440523,0.7913043,0.3907621,0.4269803,0.5242534,-625027.2373,3232914.185,1
192,192,80,0.4553437,0.6861624,0.4110708,0.5478261,0.3444442,0.4414282,0.4731964,-624027.2373,3232914.185,1
193,193,20,0.441195,0.6899199,0.1234762,0.7086957,0.3592942,0.4336357,0.4879958,-622027.2373,3232914.185,1
194,194,20,0.2674538,0.6097043,0.3376814,0.9434782,0.4206598,0.5234463,0.6035553,-668027.2373,3231914.185,1
195,195,20,0.3226262,0.6415619,0.2430785,0.7695652,0.3777878,0.5310331,0.5542511,-665027.2373,3231914.185,1
196,196,20,0.3233903,0.6387845,0.5157907,0.8173913,0.4246799,0.457793,0.5801319,-642027.2373,3231914.185,1
197,197,20,0.3663992,0.6861624,0.5042024,0.6826087,0.3880865,0.4685667,0.5395929,-641027.2373,3231914.185,1
198,198,20,0.387171,0.6329031,0.3641403,0.7478261,0.3715223,0.4720622,0.5206161,-640027.2373,3231914.185,1
199,199,80,0.4614033,0.7158961,0.4472536,0.5478261,0.3387301,0.4445557,0.4666446,-624027.2373,3231914.185,1
200,200,20,0.4451732,0.6966182,0.1989042,0.573913,0.3554752,0.436071,0.4834855,-623027.2373,3231914.185,1
201,201,20,0.4451732,0.645156,0.0945673,0.7608696,0.3554752,0.436071,0.4834855,-622027.2373,3231914.185,1
202,202,80,0.3291279,0.6698252,0.1822939,0.7434783,0.3307823,0.5951968,0.5203658,-682027.2373,3230914.185,1
203,203,20,0.3576215,0.6453194,0.1977624,0.7739131,0.3123648,0.5937346,0.4976189,-679027.2373,3230914.185,1
204,204,20,0.309789,0.6454828,0.3616533,0.8347826,0.3950913,0.5179474,0.5692489,-661027.2373,3230914.185,1
205,205,20,0.2871732,0.6525078,0.4192786,0.9304348,0.4199752,0.503601,0.5938994,-659027.2373,3230914.185,1
206,206,20,0.3102873,0.6360072,0.0998856,0.7869565,0.4027269,0.5057567,0.5727214,-657027.2373,3230914.185,1
207,207,80,0.329227,0.5904264,0.4488473,0.8478261,0.4296507,0.4444597,0.5793384,-637027.2373,3230914.185,1
208,208,20,0.4013001,0.6168926,0.0925491,0.9782608,0.3819225,0.4420087,0.518646,-629027.2373,3230914.185,1
209,209,80,0.4594549,0.6928607,0.6024803,0.5304348,0.3316768,0.4578452,0.4633718,-628027.2373,3230914.185,1
210,210,20,0.4063323,0.6812612,0.4857118,0.7652174,0.3859631,0.4308302,0.5182809,-625027.2373,3230914.185,1
211,211,20,0.4156756,0.6382944,0.0995355,0.8826087,0.3818333,0.4275305,0.5114617,-622027.2373,3230914.185,1
212,212,80,0.3408876,0.6778304,0.314427,0.5695652,0.3188106,0.6007989,0.5069833,-682027.2373,3229914.185,1
213,213,80,0.3480624,0.7274955,0.3245996,0.4956522,0.314791,0.5995345,0.5016912,-681027.2373,3229914.185,1
214,214,80,0.2684292,0.6250613,0.2994359,0.6913043,0.3938112,0.5626256,0.5838429,-678027.2373,3229914.185,1
215,215,30,0.2724076,0.598595,0.4134262,0.7913043,0.3926373,0.5603358,0.5815912,-677027.2373,3229914.185,1
216,216,20,0.3152116,0.6655775,0.4236626,0.7478261,0.3846373,0.5282432,0.5596592,-663027.2373,3229914.185,1
217,217,20,0.3390938,0.6637805,0.3645973,0.8086957,0.367703,0.5290808,0.5393053,-661027.2373,3229914.185,1
218,218,20,0.3404652,0.6293089,0.3657415,0.7608696,0.3746642,0.5171169,0.5420514,-657027.2373,3229914.185,1
219,219,20,0.3041961,0.6361706,0.287115,0.8565217,0.4118731,0.4983147,0.5799456,-655027.2373,3229914.185,1
220,220,20,0.3227412,0.6345369,0.4608833,0.7956522,0.4041618,0.4906523,0.5672593,-651027.2373,3229914.185,1
221,221,20,0.3404554,0.6283287,0.5973652,0.7304348,0.3926667,0.4896354,0.5526681,-649027.2373,3229914.185,1
222,222,20,0.2949007,0.5946741,0.4731956,0.7478261,0.4381474,0.4679189,0.5994079,-647027.2373,3229914.185,1
